id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name
182971940,7966240754631,Bình giữ nhiệt LocknLock có 2 nắp thay thế New Clip Tumbler 540ml LHC4279 có cấu trúc tường đôi cho hiệu quả cách nhiệt và giữ mát xuất sắc cũng như ngăn ngừa được việc đọng nước ngoài thành bình.Ha...,242000,520000,,278000,53,308,,available,,1000,1000,,48077,LocknLock
84566545,3448170956202,Ổ cắm đa năng USB Nakagami công nghệ Nhật Bản. Sản phẩm ổ cắm điện Nakagami có thiết kế kiểu dáng nhỏ gọn có thể sử dụng đa năng cho nhiều vị trí trong gia đình bạn. Thiết kế bao gồm 2 lỗ cắm USB và ...,151050,155000,,3950,3,1003,,available,,1000,1000,,290071,Nakagami
76451291,3971953833717,"Dây đèn LED mini dễ dàng uốn cong để bạn trang trí tiệc hay quấn quanh các vật dụng trong nhà.Nguồn: sử dụng pin nút áo CR2032 (kèm theo sẵn), mở là sáng.Dây 1m có 10 bóng led, dây 2m có 20 bóng, dây ...",20000,20000,,0,0,104,,available,,1000,1000,,111461,OEM
52581646,8663471847547,"Dây đèn LED rèm với hình sao lớn nhỏ kèm tính năng chống thấm nước giúp trang trí ngoài trời cho những dịp lễ, Tết, tiệc, giáng Thông số:Chống nước IP44.Có công tắc điều chỉnh chế độ chớp đèn.Ngôi sao...",120000,120000,,0,0,247,,available,,1000,1000,,111461,OEM
206242343,4574220257261," Đóng gói:  1 hộp nến thơm 4.2x6.3cm với mùi tùy chọn (hoa văn hộp là ngẫu nhiên)️ Tính năng Nến thơm làm từ sáp đậu nành, thân thiện môi trường, không nói, không độc hại. Mùi thơm tự nhiên dễ chịu g...",45000,45000,,0,0,15,,available,,1000,1000,,5706641,NAVIVU
189208326,6461901702576,"Thảm nhà tắm, nhà bếp siêu thấm nước, chống trơn trượt tối giản, hiện đại NAVIVUƯu điểm sản phẩm:Thấm hút nhanh trong thời gian tíc tắcThảm có lớp bám sàn, chống trơn trượt rất tốt, an toàn cho ngư...",99000,99000,,0,0,61,,available,,1000,1000,,5706641,NAVIVU
125739804,6232673402599,"TÍNH NĂNG của BỘ CÂY LAU NHÀ THÔNG MINH SAGOKER:Tất cả trong một cây lau nhà tiết kiệm nước và sạch sẽ.Rửa cả hai bên, cộng thêm có khả năng thay thế bông lau, làm sạch mà không cần dùng sức nhiều....",151999,159999,,8000,5,147,,available,,1000,1000,,4024633,SAGOKER
32178097,2080349748762,"Chảo Kim Cương Đáy Từ Nagakawa NAG2653 Lòng chảo: Sâu lòngCán chảo: Nhựa Bakelit chịu nhiệtĐáy từ: CóSản phẩm được thiết kế từ nhôm cao cấp an toànĐáy từ độ bền cao, bắt từ đềuChống dính đa lớp ...",333000,585000,,252000,43,811,,available,,1000,1000,,110935,Nagakawa
53789448,6888275518789,   BẠN MUỐN MUA THÊM SẢN PHẨM KHÁC CỦA PARROTI Bộ lau nhà ProMax - Size LớnThùng rác Parroti BinCọ bồn cầu Parroti Silicon Bộ cây lau nhà thông minh tự vắt Parr...,395000,799000,,404000,51,3766,,available,,1000,1000,,746615,Parroti
55124901,7471618232146,"Thùng rác mini có thể sử dụng ở nhiều nơi khác nhau như trong phòng ngủ, trong toilet, hoặc trong xe hơi, rất tiện dụng và vệ sinh.Chất liệu nhựa ABS và PP với nắp kín giúp giữ mùi bên trong thùng khô...",87700,97400,,9700,10,3,,available,,1000,1000,,111461,OEM
269846183,3435398818440,"Bộ cây lau nhà thông minh tự vắt DAMAS G130 với khả năng lau sạch sàn nhà một cách nhanh chóng và nhẹ nhàng, phù hợp với mọi loại bề mặt sàn như sàn gạch, sàn gỗ, sàn đá, tường ốp gạch và mặt kính, p...",279000,500000,,221000,44,11,,available,,1000,1000,,4234729,Damas
1399571,5944614557985,"Gối Memory Foam 50D Hình Cong Lock&Lock HLW111 là chiếc gối với thiết kế định hình lượn sóng, theo khung của đầu và gáy, giúp điều chỉnh sự gấp khúc của đường thở trong khi ngủ, mang đến cho bạn ...",289000,289000,,0,0,0,,available,,1000,1000,,48077,LocknLock
467912,1273756821437,"Thiết kế nhỏ gọn, thích hợp với mọi không gianMáy khoan động lực Bosch GSB 550 550W sở hữu thiết kế nhỏ gọn với khối lượng chỉ 1.8 kg, giúp người dùng thoải mái khi sử dụng thích hợp bố trí ở những k...",1399000,2177000,,778000,36,1014,,available,,1000,1000,,25229,Bosch
11058658,3505486111914,Túi đựng rác tự phân hủy được sản xuất bởi chất liệu HDPE và Phụ gia tự hủyTúi có khả năng tự phân hủy trong môi trường tự nhiên trong thời gian ít hơn rất nhiều so với các loại túi rác thông thường ...,40000,54000,,14000,26,606,,available,,1000,1000,,288231,Titapha
197867507,1815107473925,"Cây Lau Nhà Tự Vắt Thông Minh Đa Năng VinBuy Chất Liệu Cao Cấp Tặng Kèm 2 Miếng Lau Chổi lau nhà vắt khô nước đến 90-95%, vắt nước nhẹ nhàng khi có con lăn trợ lực kéo lên kéo xuống là vắt khô nước....",172000,299000,,127000,42,19,,available,,1000,1000,,4224691,VinBuy
17423771,1693054414764,Hàng năm có khoảng 600 triệu viên pin bị vứt bỏ. Số lượng pin này xếp dài ra sẽ tương đương quãng đường từ Anh sang Úc!Pin có nhiều loại với nhiều kích thước khác nhau: Có viên pin có kích thước chỉ n...,75000,100000,,25000,25,663,,available,,1000,1000,,18804,Panasonic
217478473,7191727332178,"Ổ Cắm Điện Comet 4 Lỗ 3 Chấu, 3 Lỗ 2 Chấu CES4433 được thiết kế khoa học, an toàn tối đa cho người sử dụng. Thiết bị có kích thước nhỏ cùng chiều dài dây điện 3 mét giúp bạn có thể di chuyển cũng như ...",122000,209000,,87000,42,29,,available,,1000,1000,,19588,Comet
67561868,3899460705818,"vỉ 10 Pin cúc áo pin điện tử đồng hồ LR44 AG13 LR41 AG3 CR2032 loại tốt bềnPin cúc áo được sử dụng phổ biến trong các thiết bị điện tử gia dụng như đồng hồ điện tử, máy tính bỏ túi, làm nguồn cung ...",29000,29000,,0,0,8,,available,,1000,1000,,111461,OEM
118433132,8777495355123,"       THÔNG TIN SẢN PHẨM:   ️ Cân nặng: 1,2 kg   ️ Độ sâu: 11cm   - Các món ăn như đậu chiên, cá phi lê khi vỏ ngoài giòn, ruột mềm   ️ Chảo được tráng lớp mặt đá ceramic nên đun, xào không l...",107900,107900,,0,0,3,,available,,1000,1000,,111461,OEM
262783371,5098601878758,"Túi đựng bình nước  có thể mang nhiều loại bình nước, ly giữ nhiệt khác nhau.Bề mặt túi trong suốt, có thể thấy được đồ vật bên trong.Miệng túi có nút gài, giúp bình nước không bị rơi ra khi treo.Kíc...",19000,20000,,1000,5,10,,available,,1000,1000,,839837,FuNu
176598081,9413822411143,Bình giữ nhiệt LocknLock Metro Two Way 475ml đi kèm với một nắp thuận tiện để uống trong văn phòng và một nắp to-go kín hơi dễ dàng mang đi.Bạn có thể tháo rời nắp giữa để bình trở nên gọn nhẹ hơn....,293000,605000,,312000,52,267,,available,,1000,1000,,48077,LocknLock
36960736,5175629381696,"Kích thước: 3m, 6m, 10mNguồn: Loại 3m và 6m dùng 2 pin tiểu 3A; loại 10m dùng điện và có đầu chờ để nối tiếp nhiều bộ với nhauChất liệu: Nhựa, LEDThông số chống nước, chống bụi: IP55Màu sắc: Vàng,...",44999,44999,,0,0,106,,available,,1000,1000,,111461,OEM
205894449,5838665511041,"MẪU 1: MÓC THÉP DÁN TƯỜNG- Miếng dán chỉ dính chặt trên bề mặt láng phẳng: gạch men, kính, bề mặt tủ lạnh..., không dán trên tường sơn- Lau tường nơi bạn cần dán thật sạch, khô.- Dán và lấy tay chà m...",13800,15000,,1200,8,2,,available,,1000,1000,,839837,FuNu
41227454,2121706017043,"Combo 30 móc treo đồ siêu bền, không gãy loại lớn Prota thích hợp cho bạn treo các loại quần áo, chịu được sức nặng mà không lo bị gãy, vỡ sản phẩm.Móc có thể sử dụng treo đồ lót, quần áo, khăn tắm,...",55000,75000,,20000,27,23,,available,,1000,1000,,40699,Prota
127031393,9115457631995,  Ca nước giữ nhiệt LocknLock Metro Mug LHC4219 với lớp sơn tĩnh điện bền chắc và chất liệu thép không gỉ hợp vệ sinhDễ dàng mở với nắp xoay Swing capDễ chùi rửa với miệng ca rộngGiữ ca cố định...,299000,506000,,207000,41,53,,available,,1000,1000,,48077,LocknLock
57867023,3339191897104,"Cây lau nhà xoay 360 độ SUNHOUSE KS-MO350I có cán làm bằng inox 201 với tay cầm bằng nhựa PP cao cấp, chắc chắn, không bị han gỉ và có thể tháo lắp dễ dàng khi sử dụng. Cây lau có thể điều chỉnh độ dà...",130000,200000,,70000,35,605,,available,,1000,1000,,41048,Sunhouse
580040,1228374919714,"Chảo Đá Chống Dính Siêu Bền Sunhouse SBD24 24cm với chất liệu hợp kim nhôm dày 3mm phủ lớp chống chính an toàn và siêu bền, không dễ bong tróc lớp chống dính trên bề mặt như những loại chảo khác và đặ...",208000,320000,,112000,35,51,,available,,1000,1000,,41048,Sunhouse
892141,9969906367307,"Pin Max 8 + 4 Viên Energizer E92 BP8+4 AAAENERGIZER là thương hiệu của Mỹ, nhà sản xuất pin lâu năm và uy tín trên thế giới trong nhiều năm qua.Thông tin sản phẩm:- Điện áp: 1.5V- Kích cỡ: pin AAA,...",119000,119000,,0,0,259,,available,,1000,1000,,19312,Energizer
58852893,2590771621057,"Bình giữ nhiệt Lock&Lock Metro Double LHC4202 dễ dàng mang đi với dây treo: bình giữ nhiệt nhẹ, quai xách để thuận tiện mang đi.Bộ lọc silicone có thể tháo rời giúp giữ đá không bị chảy ra khi r...",296000,605000,,309000,51,782,,available,,1000,1000,,48077,LocknLock
2119173,3784672643501,"Đặc điểm nổi bậtCây Lau Nhà Dạng Xịt Nước Lock&Lock ETM472 thiết kế cây lau nhà dạn đứng với thiết kế tay cầm có cần gạt để điểu khiển việc phun nước, giúp dễ thao tác, tạo cảm giác thoải mái kh...",259000,539000,,280000,52,1056,,available,,1000,1000,,48077,LocknLock
52626416,9005942072406,"Chiếu điều hòa cao su nonKết cấu sợi vải bền chắc, dẻo dai. Kiểm soát nhiệt độ tốtThiết kế hiện đại họa tiết sang trọng , phù hợp với mọi lứa tuổiSản phẩm dùng được quanh năm, thay thế ga chiếu vô ...",390000,390000,,0,0,0,,available,,1000,1000,,111461,OEM
84886093,6456848067230,Đặc điểm nổi bậtVợt muỗi thông minh 3in1 Sunhouse SHE-PRO11.W tích hợp 3 chức năng: vợt muỗi + dèn diệt muỗi + đèn ngủ.Vợt có kiểu dáng gọn nhẹ với màu trắng sang trọng tạo nên chiếc vợt vừa hiện đ...,201000,344000,,143000,42,150,,available,,1000,1000,,41048,Sunhouse
186862075,8600700427795,Xin lưu ý về sản phẩm:Hiện sản phẩm Nắp ngăn mùi Ecodeals có 5 kích cỡ (đa dạng nhất trên thị trường hiện nay):- Size A: Lỗ sàn 33-39mm (đi kèm bộ vòng đệm slicone rời)- Size B: Lỗ sàn 40-50mm (đi ...,28000,29000,,1000,3,51,,available,,1000,1000,,7367633,Eco deals
198069246,4706257345212,"Bộ cây lau nhà VinBuy kèm thùng tự vắt thông minh, chổi lau nhà xoay 360 độ lau sạch nhanh...",279000,511000,,232000,45,20,,available,,1000,1000,,4224691,VinBuy
77775165,7514367100786,"Hộp Bảo Quản Thủy Tinh Locknlock Top Class có khả năng đóng kín tuyệt đối ngăn chặn không khí bên ngoài và bên trong nhờ ""khóa 4 cạnh"".Nắp được làm từ ""chất liệu tritan"" nên có thể sử dụng lâu dà...",69000,159000,,90000,57,914,,available,,1000,1000,,48077,LocknLock
58804363,7785294673323,"Lực băm nghiền mạnh nhờ hoạt động bằng phương pháp xoay và ba lưỡi dao bằng thép không gỉ.Nếu bạn kéo thanh kéo nhiều lần, ba lưỡi dao sẽ quay nhanh và băm đều rau củ.Lưỡi dao bằng thép không gỉ k...",78000,171000,,93000,54,2811,,available,,1000,1000,,48077,LocknLock
203569872,6789176999609,"Khăn tắm hình thú 70x140cm này đẹp mê hồn luôn ạ mềm, thấm nước, nhanh khô.Khăn có thể dùng quấn cho các bé vì độ mềm mịn của khăn là rất tốt.Ưu điểm nổi trội của ẻm này là khổ rất rộng các bạn có t...",36000,38000,,2000,5,15,,available,,1000,1000,,839837,FuNu
117353723,8574020376721,"Chiếu ngủ văn phòng cao cấp Chất liệu nhựa 2 lớp: lớp mút và lớp bạc êm ái Gọn nhẹ, dễ dàng mang theo khi đi dã ngoại, văn phòng Xếp gọn và vệ sinh dễ dàng Cho giấc ngủ trưa ngon, không nóng bức  ...",40000,40000,,0,0,318,,available,,1000,1000,,293033,Krishna
56400156,9088178996234,"Dây đèn LED hình ngôi sao kích thước 4cm giúp bạn trang trí phòng khách, phòng ngủ thêm sang trọng.Dây đèn LED rất dễ dàng lắp đặt và sử dụng.Có 3 loại nguồn điện để chọn: Pin, USB hoặc cắm điện.Độ bề...",43000,43000,,0,0,180,,available,,1000,1000,,111461,OEM
47115292,1322089791471,"Đóng gói: 1 dây đèn led (không kèm pin, không kèm remote).Thông tin chi tiết:Tình trạng: sản phẩm mới 100%Nguồn đèn: LEDSản phẩm có thể sử dụng trong nhà hoặc ngoài trờiỨng dụng: đa năng, dùng kh...",20000,20000,,0,0,190,,available,,1000,1000,,111461,OEM
21712076,6879745229342,"Một không gian ấm cúng, lung linh cho gia đình vào những ngày lễ, buổi tiệc không còn khó đối với bạn nữa với dây đèn LED siêu sáng GV-UCSLvới khả năng uốn dẻo cực tốt, giúp trang trí và chiếu s...",53000,53000,,0,0,135,,available,,1000,1000,,230971,GIVASOLAR
201040328,4080016476690,- Bình giữ nhiệt LocknLock Riga Tumbler Vietnam Edition LHC4160 897ml có quai xách dễ dàng mang đi mọi nơi- Bộ lọc thép không gỉ và ngăn đá tràn khi uống- Miệng bình rộng dễ dàng vệ sinh- Ống hút ...,344000,715000,,371000,52,278,,available,,1000,1000,,48077,LocknLock
115092053,6156159064709,"Theo các chuyên gia y tế, tối thiểu bạn nên thay ga giường, gối 1 lần/tuần. Bởi trên mặt ga giường, vỏ gối chứa vô số vi khuẩn từ tế bào chết trên da (cơ thể mất hàng triệu tế bào da mỗi ngày), phấn t...",78000,120000,,42000,35,680,,available,,1000,1000,,697923,LIDACO
46202190,3178844847277,"Túi lưới giặt đồ cho máy giặt bảo vệ quần áo chống biến dạng chất lượng tốt dây kéo lưới mịn Polyester nhằm bảo vệ quần áo được làm từ tơ lụa, ren, len, thổ cẩm, lông thú, gấm, cotton, … tránh bị móc ...",58800,58800,,0,0,360,,available,,1000,1000,,111461,OEM
71924330,8126161754070,"Đặc điểm nổi bậtBộ Chổi Quét Nhà Gồm 1 Cây Chổi + 1 Dụng Cụ Hốt Lock&Lock ETM465 là sản phẩm vô cùng tiện ích, thay thế cho cây chổi quét bình thường thân inox nhỏ , nhẹ dễ luồn lách nhẹ nhàng đ...",214000,428000,,214000,50,355,,available,,1000,1000,,48077,LocknLock
696349,3998683130749," Ổ Cắm Điện 4 Lỗ 3 Chấu 3m Philips SPN1248WB/74 (2500W) gồm 4 lỗ cắm 3 chân, có thể sử dụng đồng thời cho nhiều thiết bị điện khác nhau như: quạt, tivi, sạc điện thoại... rất tiện lợi. Công suất 250...",265000,299000,,34000,11,192,,available,,1000,1000,,19018,Philips
73638934,2949572708793,"Lòng chảo chống dính bền bỉ, an toànBề mặt lòng chảo phủ 2 lớp chống dính Xylan màu đen ánh kim siêu bền của Whitford (Hoa Kỳ). Đây là loại chống dính an toàn tuyệt đối cho sức khỏe, không chứa các ...",157000,450000,,293000,65,412,,available,,1000,1000,,31627,Elmich
185949624,2411564846012,Nệm Văn Phòng Kích Thước 80x180x2cm 1. THÔNG TIN SẢN PHẨM- Kích thước : 80x180x2cm xếp gọn gàng trong túi đựng 35x45x15cm- Màu sắc: chọn màu/ shop giao chuẩn mẫu.- Cấu tạo:  vải cotton+ gòn -  s...,199000,199000,,0,0,24,,available,,1000,1000,,111461,OEM
207934401,2096199230646,"Đèn LED Chủ Đề Giáng Sinh Merry Christmas Trang Trí Cây Thông Noel Dài 2m Gồm 20 Đèn với Ông Già Noel, Cây Thông, Người Tuyết, Tuần Lộc, ChuôngĐược thiết kế với chiều dài 2m, được bao bọc lớp nhựa ch...",99000,198000,,99000,50,6,,available,,1000,1000,,111461,OEM
73125530,4485355058795,"Hộp cơm thủy tinh kèm muỗng đũa LocknLock LLG991CL 930ml thiết kế vách ngăn giúp thực phẩm không bị trộn lẫn khi bỏ vào chung một hộp.Borosilicate là thủy tinh chịu nhiệt (lên tới 120 độ C), an toàn...",177000,362000,,185000,51,1300,,available,,1000,1000,,48077,LocknLock
70656791,6725962688458,Loại sản phẩm: Giấy ănChất liệu: Bột treThành phần: 100% bột sợi tre nguyên chất...,125000,125000,,0,0,2286,,available,,1000,1000,,863033,ycool
2119169,4204353763551,"  Bộ Cây Lau Nhà Lock&Lock Squeeze Flat Mop ETM471 thiết kế xô tứ giác thông minh, khe vắt vừa có thể vắt khô nước vừa loại các vết bẩn một cách dễ dàng.Thiết kế thùng chứa nước nhỏ gọn và san...",452000,979000,,527000,54,1190,,available,,1000,1000,,48077,LocknLock
148918960,6707745025379,"Đèn led dây fairy light đom đóm 3 chế độ nháy, có sẵn pin, dài 2m và 1m>> Màu sắc: Vàng ấm>> ĐÈN đã có sẵn 3 viên pin cúc áo LR44, mua về chỉ việc dùng ngay rất tiện lợi. (bỏ tờ giấy ngă...",58000,58000,,0,0,3,,available,,1000,1000,,111461,OEM
107961500,3904766552668,Cấu trúc tường đôi: Ly Nhựa 2 Lớp LocknLock Double Wall Cold Cup Cherry Blossom 750ml HAP509 sử dụng vệ sinh hơn vì nước lạnh không bị ngưng tụ bên ngoài thành cốc.Miệng ly rộng: Dễ dàng vệ...,107000,217000,,110000,51,1018,,available,,1000,1000,,48077,LocknLock
34171666,1913444830869,"0,5kg Túi zip (zipper) chỉ đỏ loại tốt, dàyTúi Zip có nhiều size được ứng dụng trong nhiều lĩnh vực:- Trong lĩnh vực thực phẩm, người dùng thường sử dụng túi Zipper chứa thức ăn nhanh và bảo quản cá...",40000,40000,,0,0,238,,available,,1000,1000,,111461,OEM
66621525,4346411826959,"Ly cách nhiệt Lock&Lock 540ml Clip Tumbler LHC4151 - Hàng chính hãng, miệng ly rộng kèm ống hút chịu nhiệt - JoyMallLy nước giữ nhiệt Lock&Lock LHC4151- Kích thước bình: 94 x 94 x 198 mm-...",279000,506000,,227000,45,156,,available,,1000,1000,,48077,LocknLock
110001215,6334612852198,"Bộ 20 miếng dán tường đi dây điện - kẹp cố định nút giữ luồn dây điệnNẹp Dây Điện,Kẹp Dây Điện dán tường cố định dây điện,giữ dây điện an toàn và tiện lợiPhân Loại :• Mỗi bộ sản phẩm gồm: 20 nút kẹ...",29000,29000,,0,0,121,,available,,1000,1000,,111461,OEM
90531871,4758446326246,"  Đèn bàn không chỉ là một dụng cụ cần thiết cho việc học tập, cũng như làm việc của bạn mà còn là một vật trang trí không thể thiếu cho căn phòng của bạn. Đèn bàn Moontronics là một sản phẩm cao ...",154000,190000,,36000,19,1021,,available,,1000,1000,,4251381,Moontronics
32178088,5802553235664,"Cấu tạo siêu bền, công nghệ tiên tiếnNồi Áp Suất Nagakawa NAG1441 Công năng nấu, hầm nhừ thực phẩmBề mặt xử lý công nghệ tiên tiến giúp sản phẩm cứng và chắc. Nồi được làm bằng chất liệu hợp kim nh...",311000,495000,,184000,37,354,,available,,1000,1000,,110935,Nagakawa
263393347,4327884917738,...,373000,700000,,327000,47,23,,available,,1000,1000,,4234729,Damas
115673330,3040160186893,"️ Nẹp Dây Điện Kẹp Dây Sạc Đi Dây Điện Dán Tường Nhà, Bàn Làm Việc Là Sản Phẩm Giúp Bạn Nhanh Chóng Tối Ưu Lại Không Gian Một Cách Thuận Tiện & Dễ Dàng Nhất**LƯU Ý: Nẹp Dây Điện Có 3 PHÂN LOẠI Đe...",23000,40000,,17000,43,110,,available,,1000,1000,,111461,OEM
104991715,5921659206513,"Giới thiệu sản phẩmCombo Chảo chiên Tefal Natura B2260295 20cm & Chảo chiên sâu lòng Tefal Natura B2266495 24cm Độ bền vượt trội, có thể sử dụng ít dầu khi nấu ănBên ngoài được phủ sơn chống ...",499000,929000,,430000,46,1282,,available,,1000,1000,,19813,Tefal
578967,1222109028719,"Chảo Đá Chống Dính Siêu Bền Sunhouse SBD28 28cm với chất liệu hợp kim nhôm dày 3mm phủ lớp chống chính an toàn và siêu bền, không dễ bong tróc lớp chống dính trên bề mặt như những loại chảo khác và đặ...",256000,430000,,174000,40,1187,,available,,1000,1000,,41048,Sunhouse
55900887,2112313292992,"THIẾT KẾ SANG TRỌNG - ĐẲNG CẤPChất liệu hợp kim nhôm đẳng cấp, chắc chắn và sang trọngCó thể gập ở 2 vị trí, linh hoạt, chiếu sáng tới vị trí làm việcBỀN BỈHệ thống 26 bóng đèn LED tiết kiệm n...",389000,449000,,60000,13,1087,,available,,1000,1000,,835483,eLights
215225085,6949977022134,"Set 2 Miếng Dán Bulong Ốc Vít, Treo Kệ, Treo Tranh Không Khoan Tường Đóng gói:  2 miếng dán vít️ Tính năng Miếng dán ốc vít có khả năng thay thế các loại vít khoan tường thông thường.  Sử dụng để tr...",25000,25000,,0,0,8,,available,,1000,1000,,5706641,NAVIVU
196768917,2127293782925,"THÔNG SỐ KỸ THUẬT:Thương hiệuJoybosModelM16Chất liệuABS, PP, ống thép không gỉ, sợi bôngKích thước thùng nước27.6 x 29.7cmKích thước miếng vải lau22 x 22cmKích thước cây lau nh...",379000,399000,,20000,5,35,,available,,1000,1000,,5230273,Joybos
188769126,4200238996692,"Chuông cửa không dây thông minh CACAZI, chống nước khoảng cách sử dụng trong 300M, 60 loại nhạc chuông, 110 DB  Mỗi nút bấm có thể cài đặt một loại nhạc chuông khác nhau giúp chủ nhà có thể dễ d...",185000,185000,,0,0,47,,available,,1000,1000,,685485,CACAZI
202805930,7443113842272,"Bộ Hộp Cơm Giữ Nhiệt Hút Chân Không Lock&Lock NVY-4 - LHC8052S01 - Nắp phủ nhựa TPE chống trượt, dễ dàng mở nắp.Hộp giữ nhiệt hút chân không với miệng rộng giúp cho thức ăn vào một cách đơn g...",745000,1490000,,745000,50,97,,available,,1000,1000,,48077,LocknLock
252862664,8110849969787,"Ly giữ nhiệt 5 lớp chất liệu Inox SUS 304 không gỉ sét, độ bền cao bảo hành đến 90 ngày Sản phẩm Cốc giữ nhiệt Inox dung tích từ 300ml, 600ml đến 1200ml, sản phẩm bán chạy HOT Trend trên thị trư...",113000,180000,,67000,37,75,,available,,1000,1000,,111461,OEM
26149459,3482685950226,"Bộ Muỗng Đũa Cơm Trưa INOX 304 Thiết Kế Sang Trọng Mạ PVD Cao CấpThiết kế vừa vặn tay cầm của người Việt NamĐũa có các chi tiết chống trơn trợt khi gắp thức ănHộp có sẵn có cố định muỗng đũa, chốn...",120000,120000,,0,0,206,,available,,1000,1000,,111461,OEM
1657931,2083613875744,"Đặc điểm nổi bậtVợt muỗi Sunhouse SHE-E200 có kiểu dáng gọn nhẹ kết hợp hài hòa giữa màu vàng và màu trắng tạo nên chiếc vợt vừa hiện đại, vừa đẹp mắt.Vợt có trọng lượng nhẹ nên rất dễ sử dụng và b...",72000,119000,,47000,39,1325,,available,,1000,1000,,41048,Sunhouse
180967996,8385189823848,"Hộp Cơm Cắm Điện Giữ Nhiệt 2 Tầng Cao Cấp, Hâm Nóng, Nấu Chính Thức Ăn BỘ SẢN PHẨM GỒM CÓ: - 1 hộp cơm - 4 cốc inox có nắp đậy- 1 dây cắm điện + 1 cốc đong.- Hộp cơm tiện lợi cho người mang đi làm h...",151791,151791,,0,0,0,,available,,1000,1000,,111461,OEM
28445641,9698715255641,"Hộp cơm điện Lock&Lock EJR216 lý tưởng để nấu cơm, hấp trứng, rau, thịt và giữ ấm thức ăn.Hộp cơm có ba tầng. Bạn có thể bảo quản cơm, thịt, súp riêng biệt để đáp ứng nhu cầu bữa ăn của bạn.Nếu...",673000,1493000,,820000,55,1715,,available,,1000,1000,,48077,LocknLock
104270135,4999472244737,Bình Giữ Nhiệt Lock&Lock Featherlight One-touch Tumbler LHC3257 có thiết kế mỏng nhẹ tạo cảm giác dễ dàng trong di chuyển và mang theo khắp nơi.Thân bình được thiết kế nhỏ gọn giúp t...,253000,517000,,264000,51,809,,available,,1000,1000,,48077,LocknLock
50294624,6115225336262,"Dây đèn LED dạng lưới bóng nhỏ kèm tính năng chống thấm nước giúp trang trí ngoài trời cho những dịp lễ, Tết, tiệc, giáng Có 2 kích thước để chọn: ngang 1.5m x dọc 1.5m (96 bóng đèn) hoặc ngang 3m x d...",119000,119000,,0,0,125,,available,,1000,1000,,111461,OEM
271414468,3623456179347,CÓ 2 QUY CÁCH LỰA CHỌNBao 20dm3 (khoảng 10-12kg tùy bao ướt hay khô)Bao 6.5dm3 (khoảng 2.5-3.5kg tùy bao ướt hay khô)Đất sạch cao cấp giàu dinh dưỡng (bao lớn 20dm3) - LavamixThành phần:Chất hữu ...,59000,59000,,0,0,0,,available,,1000,1000,,204893,Lavamix
120759154,6781039495608,  ...,25000,25000,,0,0,163,,available,,1000,1000,,111461,OEM
56941523,4192161694351,"Ly nhựa 2 lớp LocknLock kèm ống hút HAP507 750ml hai lớp cách nhiệt tốt, ngăn chặn sự ảnh hưởng từ nhiệt độ bên ngoài. Bề mặt ly ít bị đọng nước dù bạn dùng ly để đựng nước đá.Miệng ly rộng giúp bạn ...",104000,217000,,113000,52,1865,,available,,1000,1000,,48077,LocknLock
558353,1305941482588,Ổ Cắm Điện Có Nắp Che 6 Lỗ 3 Chân Mpower MP-265S - 5 Mét giúp bạn thuận tiện hơn khi sử dụng cho nhiều thiết bị điện tử cùng một lúc mà không gây ra tình trạng cháy nổ bởi ổ cắm đã được cài đặt hệ thố...,240000,305000,,65000,21,191,,available,,1000,1000,,79650,Mpower
88222310,9286377966406,"Khăn trải bàn nhựa PVC không thấm nước là vật dụng không thể thiếu trong gian bếp của bạn.Hoa văn độc đáo, hiện đại giúp cho gian bếp của bạn trở nên sang trọng hơn.Hoàn toàn không mùi vị và không t...",35000,35000,,0,0,253,,available,,1000,1000,,4401579,SHOFUKA
116726951,5065788315592,"GỐI CÔNG THÁI HỌC LÀ GÌCông thái học hay tiếng anh Ergonomic là thuật ngữ được ghép lại từ  2 từ của tiếng Hy Lạp, trong đó “ergon” có nghĩa là công việc, và “nomoi” có nghĩa là quy luật tự nhiên. Nh...",422280,918000,,495720,54,440,,available,,1000,1000,,3955813,Ema
249868377,2849589537743,"       Thông tin chi tiết   Máy trang bị 7 tốc độ đánh với công suất 180W   - Mức 1 & 2: Dùng cho thực phẩm dạng lỏng như cafe, sữa tươi   - Mức 3 & 4: Dùng để trộn hỗn hợp lõng như sal...",195000,195000,,0,0,0,,available,,1000,1000,,111461,OEM
106338289,5931709744921,"Dép Lỗ Đi Trong Nhà Tắm Chống Trơn Trượt Nhanh Khô, Thoáng Mát, Mẫu Mới Nhất Dép Cho Cả Gia ĐìnhThiết kế khô thoáng, tạo sự thoải mái khi sử dụng, không bị gò bóChất liệu: 85% thành phần là nhựa PVC ...",95000,155000,,60000,39,182,,available,,1000,1000,,4554495,CHIKIGON
173804200,3839973742959,"Bộ 3 mũi khoan bước tháp khoét lỗ tròn phủ titan 3-12mm 4-12mm 4-20mm khoan sắt, tôn, nhôm loại tốt siêu cứng, siêu sắc được làm từ thép gió HSS rất cứng tang độ trơn giảm tản nhiệt bền bỉ hơn gấp 6 ...",129000,129000,,0,0,12,,available,,1000,1000,,111461,OEM
